Organization,IP,Programme,Donor,Crisis,Status,BeneficiaryType,RuralUrban,Modality,RegionMap,DistrictMap,Settlement,Location,StartMonth,EndMonth,EndYear,LastUpdated,PIN,Target,PCM,CRFM,ReportYear,ProgrammeCategory,Id,Individuals,Households,Men,Women,Boys,Girls
ACTED,ACTED,NFI KITS,Unknown,Flood,Completed,NIDP,Urban,In-Kind,Mudug,Gaalkacyo,Gaalkacyo,N/A,30/11/2019,30/11/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,202,28800,4800,5994,5810,8588,8410
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,HOST,Urban,Cash,Sanaag,Laasqoray,Badhan,N/A,28/02/2019,31/07/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,88,4200,700,874,848,1252,1226
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,HOST,Urban,Cash,Sanaag,Laasqoray,Badhan,N/A,28/02/2019,31/07/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,97,300,50,62,60,90,88
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Mixed,In-Kind,Sanaag,Laasqoray,Badhan,Hadhkadhere,30/09/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,381,744,246,142,134,240,228
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Rural,In-Kind,Sanaag,Laasqoray,Badhan,Gebidher,30/09/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,380,948,312,180,170,306,290
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Rural,In-Kind,Sanaag,Laasqoray,Badhan,Eilahelay,30/09/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,379,612,202,116,110,198,188
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Rural,In-Kind,Sanaag,Ceel Afweyn,Ceel Afweyn,Galcidle,30/09/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,385,1320,404,246,234,430,408
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Maka dhogol 2,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,300,900,118,146,134,324,296
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Maka dhogol 2,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,301,900,118,146,134,324,296
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Barkadle,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,243,900,118,146,134,324,296
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Irriroogwiin,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,289,780,102,126,116,280,258
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Irriroogwiin,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,290,780,102,126,116,280,258
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,War Harqan,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,324,900,118,146,134,324,296
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Dolandoole 3,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,258,720,94,116,108,258,238
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Dolandoole 3,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,259,720,94,116,108,258,238
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Kalkaal,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,297,660,86,106,98,238,218
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Mitaano Ween,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,304,960,126,156,142,344,316
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Walaq 1,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,322,360,48,58,54,130,118
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Walaq 1,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,323,360,48,58,54,130,118
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Siiga dheer 2,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,315,540,70,88,80,194,178
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Siiga dheer 2,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,316,540,70,88,80,194,178
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Doodey,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,260,900,118,146,134,324,296
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Roobdaye,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,310,600,78,98,90,216,198
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Meegagle,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,302,720,94,116,108,258,238
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Barariye,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,241,360,48,58,54,130,118
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Barariye,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,242,360,48,58,54,130,118
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Kalamey,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,295,480,62,78,72,172,158
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Kalamey,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,296,480,62,78,72,172,158
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baqalley,Barakaley,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,239,600,78,98,90,216,198
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baqalley,Barakaley,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,240,600,78,98,90,216,198
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Biyoley,Biyoley,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,249,480,62,78,72,172,158
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Dugsiilow,Dugsilow,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,262,720,94,116,108,258,238
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Dusta,Duste,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,264,840,110,136,124,302,278
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Dusta,Duste,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,265,840,110,136,124,302,278
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Haluul,Halul iyo Harqan,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,285,840,110,136,124,302,278
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Hereerra Jiifa,Hareera Jiife,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,286,720,94,116,108,258,238
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Iskiri,Iskari,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,291,540,70,88,80,194,178
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Iskiri,Iskari,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,292,540,70,88,80,194,178
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Kormari,Kormari/Humow Bay,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,298,480,62,78,72,172,158
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Kormari,Kormari/Humow Bay,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,299,480,62,78,72,172,158
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Neebsoy,Nebsoy,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,307,720,94,116,108,258,238
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Shabeelow,Shabelow Bay,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,313,840,110,136,124,302,278
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Shabeelow,Shabelow Bay,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,314,840,110,136,124,302,278
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Tawakal IDP,Tawakal 2 Dinsor,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,317,600,78,98,90,216,198
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Tawakal IDP,Tawakal 2 Dinsor,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,318,600,78,98,90,216,198
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Garas-Goof,Garas goof,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,274,840,110,136,124,302,278
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Garas-Goof,Garas goof,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,275,840,110,136,124,302,278
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,PIDP,Mixed,In-Kind,Sanaag,Laasqoray,Badhan,Gumar,30/09/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,378,924,146,176,166,300,284
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,PIDP,Mixed,In-Kind,Sanaag,Laasqoray,Dhahar,Bilcil,30/09/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,382,864,136,164,156,280,264
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,PIDP,Mixed,In-Kind,Sanaag,Laasqoray,Dhahar,Dildishi,30/09/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,384,936,148,178,168,304,286
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,PIDP,Mixed,In-Kind,Sanaag,Laasqoray,Dhahar,Carshe,30/09/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,383,696,110,132,126,226,214
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Daryeel,30/09/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,347,960,126,156,142,344,316
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Kulmiye,31/05/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,371,180,24,30,26,64,60
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Meyqoonsiti,30/09/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,348,840,110,136,124,302,278
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Bur eyli,30/09/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,349,600,78,98,90,216,198
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Gelgelwiin,30/09/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,350,960,126,156,142,344,316
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Kalkal,30/09/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,351,840,110,136,124,302,278
ACTED,ACTED,NFI KITS,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Quracle,31/05/2020,30/11/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,NFI,372,180,24,30,26,64,60
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Rural,In-Kind,Sanaag,Laasqoray,Badhan,Gebidher,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,276,1200,190,228,216,388,368
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Rural,In-Kind,Sanaag,Laasqoray,Badhan,Gumar,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,279,3240,514,616,582,1048,994
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Rural,In-Kind,Sanaag,Laasqoray,Badhan,Eilahelay,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,266,300,48,56,54,98,92
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,11 Janayo IDP,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,71,360,60,62,64,132,102
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,56,1200,200,204,212,440,344
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,57,600,100,102,106,220,172
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,58,840,140,144,148,308,240
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,59,360,60,62,64,132,102
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,60,720,120,122,128,264,206
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,61,840,140,144,148,308,240
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,63,948,158,162,168,348,270
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,64,828,138,142,146,304,236
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,67,1200,200,204,212,440,344
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,68,540,90,92,96,198,154
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,69,792,132,136,140,290,226
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,70,960,160,164,170,352,274
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,72,360,60,62,64,132,102
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,73,552,92,94,98,202,158
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,74,720,120,122,128,264,206
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,75,612,102,104,108,224,174
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,76,840,140,144,148,308,240
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,78,516,86,88,92,190,148
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Biyoley,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,55,720,120,122,128,264,206
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Isha,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,79,720,120,122,128,264,206
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Saydheelow,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,77,600,100,102,106,220,172
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Shabeelow,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,66,732,122,124,130,268,210
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Buulo-Eeylee/Buulo Jadiid,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,62,600,100,102,106,220,172
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Bay,Baidoa,Sarmaan-Dheer,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,NFI,65,840,140,144,148,308,240
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,In-Kind,Sanaag,Laasqoray,Badhan,Hadhkadhere,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,282,1200,190,228,216,388,368
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,In-Kind,Sanaag,Laasqoray,Dhahar,Bilcil,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,246,1200,190,228,216,388,368
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,In-Kind,Sanaag,Laasqoray,Dhahar,Dildishi,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,256,1080,172,206,194,350,332
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,In-Kind,Sanaag,Laasqoray,Dhahar,Carshe,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,253,780,124,148,140,252,240
ACTED,ACTED,NFI KITS,OFDA/BHA,Protracted,Completed,PIDP,Urban,In-Kind,Sanaag,Ceel Afweyn,Ceel Afweyn,Galcidle,30/09/2019,30/04/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,NFI,271,3000,466,562,532,978,928
ACTED,ACTED,SHELTER REPAIR,Unknown,Flood,Completed,NIDP,Urban,In-Kind,Sanaag,Ceel Afweyn,Ceel Midgaan,N/A,31/12/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,231,432,72,90,88,128,126
ACTED,ACTED,TRANSITIONAL SHELTER,ECHO,Drought,Ongoing,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Hisole,30/09/2022,31/01/2023,2023,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1289,300,50,49,45,108,99
ACTED,ACTED,TRANSITIONAL SHELTER,SHF,Protracted,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,30/11/2018,28/02/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,8,2016,336,344,356,740,576
ACTED,ACTED,TRANSITIONAL SHELTER,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,Megaagle,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,303,480,62,78,72,172,158
ACTED,ACTED,TRANSITIONAL SHELTER,OFDA/BHA,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Masgaale,N/A,30/09/2019,31/12/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,230,600,80,124,122,178,176
ACTED,ACTED,TRANSITIONAL SHELTER,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Faturahman,31/07/2021,31/08/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,704,150,25,24,22,54,49
ACTED,ACTED,TRANSITIONAL SHELTER,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Megaagle,30/09/2020,31/12/2020,2020,30/09/2022,2200000,1400000,No,Yes,2020,SHELTER,392,480,96,78,72,172,158
ACTED,ACTED,TRANSITIONAL SHELTER,OFDA/BHA,Drought,Completed,IRET,Urban,In-Kind,Bay,Baidoa,Baidoa,Abore 1,31/07/2021,31/08/2021,2021,30/09/2022,3200000,2500000,No,Yes,2021,SHELTER,703,150,25,24,22,54,49
ACTED,ACTED,TRANSITIONAL SHELTER,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Sanaag,Laasqoray,Dhahar,Bilcil,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,247,36,6,6,6,12,12
ACTED,ACTED,TRANSITIONAL SHELTER,OFDA/BHA,Protracted,Completed,PIDP,Urban,Cash,Sanaag,Laasqoray,Dhahar,Bilcil,30/09/2019,31/03/2020,2020,30/09/2022,2200000,1400000,Yes,Yes,2020,SHELTER,248,60,10,12,10,20,18
ACTED,ACTED,TRANSITIONAL SHELTER,OFDA/BHA,Protracted,Completed,PIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,28/02/2019,30/06/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,54,1200,200,204,212,440,344
ACTED,ACTED,TRANSITIONAL SHELTER,OFDA/BHA,Protracted,Completed,PIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,28/02/2019,31/07/2019,2019,30/09/2022,2300000,1600000,Unk,Unk,2019,SHELTER,90,1200,200,204,212,440,344
ACTED,SADO,EMERGENCY SHELTER,ECHO,Drought,Ongoing,NIDP,Urban,In-Kind,Lower Juba,Kismayo,Kismayo,TBC,30/09/2022,31/12/2022,2022,30/09/2022,3600000,1200000,No,Yes,2022,SHELTER,1288,1248,208,230,203,433,383
